Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
6534,"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell,"Cornwell, Patricia",,"=""0743477154""","=""9780743477154""",0,3.98,Pocket Books,Paperback,342,2003,1990,,2015/09/12,"to-read, my-books","to-read (#411), my-books (#53)",to-read,,,,,,,0,,,,,
464098,Parallel Lies,Ridley Pearson,"Pearson, Ridley",,"=""0786889616""","=""9780786889617""",0,3.68,Hachette Books,Paperback,384,2002,2001,,2015/09/12,"to-read, my-books","to-read (#410), my-books (#52)",to-read,,,,,,,0,,,,,
11300930,The Amber Room,Steve Berry,"Berry, Steve",,"=""""","=""9780345460042""",0,3.79,,Paperback,,,2003,,2015/09/12,"to-read, my-books","to-read (#409), my-books (#51)",to-read,,,,,,,0,,,,,
503315,"The Program (Alan Gregory, #9)",Stephen White,"White, Stephen",,"=""0440237262""","=""9780440237266""",0,3.95,Dell,Paperback,441,2002,2001,,2015/09/12,"to-read, my-books","to-read (#408), my-books (#50)",to-read,,,,,,,0,,,,,
37304,"Winter Prey (Lucas Davenport, #5)",John Sandford,"Sandford, John",,"=""0425141233""","=""9780425141236""",0,4.23,Berkley,Paperback,400,1994,1993,,2015/09/12,"to-read, my-books","to-read (#407), my-books (#49)",to-read,,,,,,,0,,,,,
456778,"Immoral (Jonathan Stride, #1)",Brian Freeman,"Freeman, Brian",,"=""0312939728""","=""9780312939724""",0,3.87,St. Martin's Paperbacks,Paperback,432,2006,2005,,2015/09/12,"to-read, my-books","to-read (#406), my-books (#48)",to-read,,,,,,,0,,,,,
450619,The Island,Heather Graham,"Graham, Heather",,"=""0778324249""","=""9780778324249""",0,3.69,Mira,Paperback,384,2007,2005,,2015/09/12,"to-read, my-books","to-read (#405), my-books (#47)",to-read,,,,,,,0,,,,,
6537,"From Potter's Field (Kay Scarpetta, #6)",Patricia Cornwell,"Cornwell, Patricia",,"=""0425204693""","=""9780425204696""",0,3.99,Berkley,Paperback,352,2005,1995,,2015/09/12,"to-read, my-books","to-read (#404), my-books (#46)",to-read,,,,,,,0,,,,,
9020938,Ground Zero: A Repairman Jack Novel,F. Paul Wilson,"Wilson, F. Paul",,"=""0765362791""","=""9780765362797""",0,4.08,TOR Books,Mass Market Paperback,436,2010,2009,,2015/09/12,"to-read, my-books","to-read (#403), my-books (#45)",to-read,,,,,,,0,,,,,
172134,"Dead Souls (Inspector Rebus, #10)",Ian Rankin,"Rankin, Ian",,"=""0752826840""","=""9780752826844""",0,4.00,Orion,Paperback,482,1999,1999,,2015/09/12,"to-read, my-books","to-read (#402), my-books (#44)",to-read,,,,,,,0,,,,,
76868,The Poet,Michael Connelly,"Connelly, Michael",,"=""0446602612""","=""9780446602617""",0,4.18,Grand Central Publishing,Paperback,501,1997,1996,,2015/09/12,"to-read, my-books","to-read (#401), my-books (#43)",to-read,,,,,,,0,,,,,
637970,"The Third Option  (Mitch Rapp, #4)",Vince Flynn,"Flynn, Vince",,"=""0671047329""","=""9780671047320""",0,4.24,Pocket Star Books,Paperback,432,2001,2000,,2015/09/12,"to-read, my-books","to-read (#400), my-books (#42)",to-read,,,,,,,0,,,,,
748389,"The Keep (Adversary Cycle, #1)",F. Paul Wilson,"Wilson, F. Paul",,"=""0812579259""","=""9780812579253""",0,3.98,TOR Books,Mass Market Paperback,403,2000,1981,,2015/09/12,"to-read, my-books","to-read (#399), my-books (#41)",to-read,,,,,,,0,,,,,
735524,Second Genesis,Jeffrey  Anderson,"Anderson, Jeffrey",,"=""0515141984""","=""9780515141986""",0,3.06,Jove,Paperback,384,2006,2006,,2015/09/12,"to-read, my-books","to-read (#398), my-books (#40)",to-read,,,,,,,0,,,,,
7178,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769487""","=""9780316769488""",0,3.77,"Little, Brown and Company",Mass Market Paperback,214,1991,1949,,2015/09/12,"to-read, my-books","to-read (#397), my-books (#39)",to-read,,,,,,,0,,,,,
368822,Travels with Charley: In Search of America,John Steinbeck,"Steinbeck, John",,"=""0140053204""","=""9780140053203""",0,4.05,Penguin Books,Mass Market Paperback,277,1980,1962,,2015/09/12,"to-read, my-books","to-read (#396), my-books (#38)",to-read,,,,,,,0,,,,,
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",A.W. Wheen,"=""0449213943""","=""9780449213940""",0,3.88,Ballantine,Mass Market Paperback,296,1987,1928,,2015/09/12,"to-read, my-books","to-read (#395), my-books (#37)",to-read,,,,,,,0,,,,,
84943,Lord of the Flies,William Golding,"Golding, William",Edmund L. Epstein,"=""0399501487""","=""9780399501487""",0,3.61,Perigee,Paperback,202,2006,1954,,2015/09/12,"to-read, my-books","to-read (#394), my-books (#36)",to-read,,,,,,,0,,,,,
903442,Gravity,Tess Gerritsen,"Gerritsen, Tess",,"=""0671016776""","=""9780671016777""",0,3.99,Pocket Books,Paperback,400,2000,1999,,2015/09/12,"to-read, my-books","to-read (#393), my-books (#34)",to-read,,,,,,,0,,,,,
261745,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr","Max Hayward, Ronald Francis Hingley, Leopold Labedz, Александр Твардовский","=""0553247778""","=""9780553247770""",0,3.93,Bantam Classics,Paperback,144,1984,1962,,2015/09/12,"to-read, my-books","to-read (#392), my-books (#32)",to-read,,,,,,,0,,,,,
25587975,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0446310786""","=""9780446310789""",0,4.24,Grand Central Publishing,Mass Market Paperback,376,1988,1960,,2015/09/12,"to-read, my-books","to-read (#391), my-books (#31)",to-read,,,,,,,0,,,,,
2060899,Daisy Miller and Other Stories,Henry James,"James, Henry",Michael Swan,"=""0140067213""","=""9780140067217""",0,3.51,Penguin ,Paperback,192,1983,1878,,2015/09/12,"to-read, my-books","to-read (#390), my-books (#30)",to-read,,,,,,,0,,,,,
573150,Needful Things,Stephen King,"King, Stephen",,"=""0451172817""","=""9780451172815""",0,3.84,Signet,Mass Market Paperback,736,1992,1991,,2015/09/12,"to-read, my-books","to-read (#389), my-books (#29)",to-read,,,,,,,0,,,,,
144282,"The Wrong Hostage (St. Kilda Consulting, #2)",Elizabeth Lowell,"Lowell, Elizabeth",,"=""0060829834""","=""9780060829834""",0,3.83,Avon,Paperback,496,2007,2006,,2015/09/12,"to-read, my-books","to-read (#388), my-books (#28)",to-read,,,,,,,0,,,,,
7846408,Deeper than the Dead,Tami Hoag,"Hoag, Tami",,"=""0451230531""","=""9780451230539""",0,4.01,Signet,Paperback,532,2010,2008,,2015/09/12,"to-read, my-books","to-read (#387), my-books (#27)",to-read,,,,,,,0,,,,,
87965,A Thin Dark Line (Doucet #4),Tami Hoag,"Hoag, Tami",,"=""0553571885""","=""9780553571882""",0,3.96,Bantam,Mass Market Paperback,574,1998,1997,,2015/09/12,"to-read, my-books","to-read (#386), my-books (#26)",to-read,,,,,,,0,,,,,
1110290,"Bitter Medicine (V.I. Warshawski, #4)",Sara Paretsky,"Paretsky, Sara",,"=""044023476X""","=""9780440234760""",0,3.82,Dell,Mass Market Paperback,352,1999,1987,,2015/09/12,"to-read, my-books","to-read (#385), my-books (#25)",to-read,,,,,,,0,,,,,
289066,"Reborn (Adversary Cycle, #4)",F. Paul Wilson,"Wilson, F. Paul",,"=""0515103438""","=""9780515103434""",0,3.88,Jove,Paperback,344,1990,1990,,2015/09/12,"to-read, my-books","to-read (#384), my-books (#24)",to-read,,,,,,,0,,,,,
613714,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0451175123""","=""9780451175120""",0,3.83,Signet,Mass Market Paperback,704,1993,1943,,2015/09/12,"to-read, my-books","to-read (#383), my-books (#23)",to-read,,,,,,,0,,,,,
226791,Total Control,David Baldacci,"Baldacci, David",,"=""0446604844""","=""9780446604840""",0,4.03,Vision,Mass Market Paperback,720,1997,1996,,2015/09/12,"to-read, my-books","to-read (#382), my-books (#22)",to-read,,,,,,,0,,,,,
219412,"Nightworld (Adversary Cycle, #6)",F. Paul Wilson,"Wilson, F. Paul",,"=""0515111597""","=""9780515111590""",0,4.26,Jove,Mass Market Paperback,389,1993,1992,,2015/09/12,"to-read, my-books","to-read (#381), my-books (#21)",to-read,,,,,,,0,,,,,
1862733,Garden of Beasts,Jeffery Deaver,"Deaver, Jeffery",,"=""0743437829""","=""9780743437820""",0,3.80,Pocket Star,Paperback,576,2005,2004,,2015/09/12,"to-read, my-books","to-read (#380), my-books (#20)",to-read,,,,,,,0,,,,,
820582,The Winner,David Baldacci,"Baldacci, David",,"=""0446606324""","=""9780446606325""",0,4.04,Vision,Paperback,656,1998,1997,,2015/09/12,"to-read, my-books","to-read (#379), my-books (#19)",to-read,,,,,,,0,,,,,
498107,The Vanishing,Bentley Little,"Little, Bentley",,"=""0451221850""","=""9780451221858""",0,3.42,A Signet Book,Mass Market Paperback,386,2007,2007,,2015/09/12,"to-read, my-books","to-read (#378), my-books (#18)",to-read,,,,,,,0,,,,,
465754,"Orchid Blues (Holly Barker, #2)",Stuart Woods,"Woods, Stuart",,"=""0451206711""","=""9780451206718""",0,3.90,Signet,Paperback,389,2002,2001,,2015/09/12,"to-read, my-books","to-read (#377), my-books (#17)",to-read,,,,,,,0,,,,,
7599614,Hangman  (Peter Decker and Rina Lazarus Series #19) ,Faye Kellerman,"Kellerman, Faye",,"=""0061702617""","=""9780061702617""",0,3.98,HarperCollins Canada / Fiction,Mass Market Paperback,439,2011,2010,,2015/09/12,"to-read, my-books","to-read (#376), my-books (#16)",to-read,,,,,,,0,,,,,
883157,On the Run,Iris Johansen,"Johansen, Iris",,"=""0553586521""","=""9780553586527""",0,4.01,Bantam,Paperback,368,2006,2005,,2015/09/12,"to-read, my-books","to-read (#375), my-books (#15)",to-read,,,,,,,0,,,,,
545881,"Almost Dead (San Francisco, #2)",Lisa Jackson,"Jackson, Lisa",,"=""0821775790""","=""9780821775790""",0,4.12,Zebra,Paperback,448,2007,2007,,2015/09/12,"to-read, my-books","to-read (#374), my-books (#14)",to-read,,,,,,,0,,,,,
6056807,Unseen,Nancy Bush,"Bush, Nancy",,"=""1420103407""","=""9781420103403""",0,3.77,Zebra,Paperback,384,2009,2009,,2015/09/12,"to-read, my-books","to-read (#373), my-books (#13)",to-read,,,,,,,0,,,,,
16280156,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0345342968""","=""9780345342966""",0,3.95,Del Rey Books,Mass Market Paperback,190,1987,1953,,2015/09/12,"to-read, my-books","to-read (#372), my-books (#12)",to-read,,,,,,,0,,,,,
204276,"Split Second (Sean King & Michelle Maxwell, #1)",David Baldacci,"Baldacci, David",,"=""0446614459""","=""9780446614450""",0,3.96,Vision,Paperback,512,2004,2003,,2015/09/12,"to-read, my-books","to-read (#371), my-books (#10)",to-read,,,,,,,0,,,,,
4341,Dispatch,Bentley Little,"Little, Bentley",,"=""0451216776""","=""9780451216779""",0,3.55,Signet,Mass Market Paperback,386,2005,2005,,2015/09/12,"to-read, my-books","to-read (#370), my-books (#9)",to-read,,,,,,,0,,,,,
2047403,Fatal Care,Leonard Goldberg,"Goldberg, Leonard",,"=""0451205294""","=""9780451205292""",0,3.99,Signet,Paperback,406,2001,2001,,2015/09/12,"to-read, my-books","to-read (#369), my-books (#7)",to-read,,,,,,,0,,,,,
21722,"Faithless (Grant County, #5)",Karin Slaughter,"Slaughter, Karin",,"=""0440242916""","=""9780440242918""",0,4.10,Dell,Paperback,549,2006,2005,,2015/09/12,"to-read, my-books","to-read (#368), my-books (#6)",to-read,,,,,,,0,,,,,
744149,"Blacklist (V.I. Warshawski, #11)",Sara Paretsky,"Paretsky, Sara",,"=""0451209699""","=""9780451209696""",0,3.80,Signet,Paperback,480,2004,2003,,2015/09/12,"to-read, my-books","to-read (#367), my-books (#5)",to-read,,,,,,,0,,,,,
43930,Gone for Good,Harlan Coben,"Coben, Harlan",,"=""0440236738""","=""9780440236733""",0,4.09,Dell Publishing Company,Paperback,432,2003,2002,,2015/09/12,"to-read, my-books","to-read (#366), my-books (#4)",to-read,,,,,,,0,,,,,
415021,"Patriot Games (Jack Ryan, #1)",Tom Clancy,"Clancy, Tom",,"=""0425109720""","=""9780425109724""",0,4.07,Berkley,Paperback,503,1988,1987,,2015/09/12,"to-read, my-books","to-read (#365), my-books (#3)",to-read,,,,,,,0,,,,,
337977,"Silent Witness (Witness Series, #2)",Rebecca Forster,"Forster, Rebecca",,"=""0451214242""","=""9780451214249""",0,3.96,Signet,Paperback,384,2005,2005,,2015/09/12,"to-read, my-books","to-read (#364), my-books (#2)",to-read,,,,,,,0,,,,,
1153240,Disclosure,Michael Crichton,"Crichton, Michael",,"=""0345391055""","=""9780345391056""",0,3.72,Ballantine Books,Paperback,497,1994,1993,,2015/09/12,"to-read, my-books","to-read (#363), my-books (#1)",to-read,,,,,,,0,,,,,
23492648,Trust No One,Paul Cleave,"Cleave, Paul",,"=""1476779171""","=""9781476779171""",0,3.65,Atria Books,Hardcover,342,2015,2015,,2015/09/11,to-read,to-read (#362),to-read,,,,,,,0,,,,,
706011,Bangkok 8 (Sonchai Jitpleecheep #1),John Burdett,"Burdett, John",,"=""1400032903""","=""9781400032907""",0,3.76,Vintage,Paperback,336,2004,2003,,2015/09/11,to-read,to-read (#361),to-read,,,,,,,0,,,,,
24723299,Everything She Forgot,Lisa Ballantyne,"Ballantyne, Lisa",,"=""0062391488""","=""9780062391483""",0,3.56,William Morrow Paperbacks,Paperback,448,2015,2015,,2015/09/08,to-read,to-read (#360),to-read,,,,,,,0,,,,,
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",0,4.29,Atria Books,Hardcover,337,2014,2012,,2015/09/06,to-read,to-read (#359),to-read,,,,,,,0,,,,,
24869879,"Not on Fire, but Burning",Greg Hrbek,"Hrbek, Greg",,"=""1612194540""","=""9781612194547""",0,3.67,Melville House,ebook,275,2015,2015,,2015/09/02,to-read,to-read (#358),to-read,,,,,,,0,,,,,
24358713,Swerve,Vicki Pettersson,"Pettersson, Vicki",,"=""""","=""""",0,3.71,Gallery Books,Kindle Edition,352,2015,2015,,2015/08/14,to-read,to-read (#357),to-read,,,,,,,0,,,,,
11223478,One Click: Jeff Bezos and the Rise of Amazon.com,Richard L. Brandt,"Brandt, Richard L.",,"=""1591843758""","=""9781591843757""",0,3.54,Portfolio,Hardcover,224,2011,2011,,2015/08/14,to-read,to-read (#356),to-read,,,,,,,0,,,,,
25951100,"ESCAPE, A New Life",David J. Antocci,"Antocci, David J.",,"=""""","=""9781310312076""",0,3.94,Smashwords Edition,ebook,,2015,2013,,2015/08/08,to-read,to-read (#355),to-read,,,,,,,0,,,,,
217008,Yellow Star,Jennifer Roy,"Roy, Jennifer",,"=""076145277X""","=""9780761452775""",0,4.19,Two Lions,Hardcover,227,2006,2006,,2015/08/08,to-read,to-read (#354),to-read,,,,,,,0,,,,,
22694047,Someone Is Watching,Joy Fielding,"Fielding, Joy",,"=""0553390635""","=""9780553390636""",0,3.61,Ballantine Books,Hardcover,384,2015,2014,,2015/08/08,to-read,to-read (#353),to-read,,,,,,,0,,,,,
25801299,After Anna,Alex Lake,"Lake, Alex",,"=""""","=""""",0,3.66,Killer Reads,Kindle Edition,,2015,2015,,2015/08/08,to-read,to-read (#352),to-read,,,,,,,0,,,,,
23014670,The Book of Speculation,Erika Swyler,"Swyler, Erika",,"=""125005480X""","=""9781250054807""",0,3.61,St. Martin's Press,Hardcover,339,2015,2015,,2015/07/30,to-read,to-read (#351),to-read,,,,,,,0,,,,,
22571540,The Stranger,Harlan Coben,"Coben, Harlan",,"=""0525953507""","=""9780525953500""",0,3.84,Dutton,Hardcover,400,2015,2015,,2015/07/30,to-read,to-read (#350),to-read,,,,,,,0,,,,,
23014593,Little Black Lies,Sharon Bolton,"Bolton, Sharon",,"=""1250028590""","=""9781250028594""",0,4.05,Minotaur Books,Hardcover,368,2015,2015,,2015/07/30,to-read,to-read (#349),to-read,,,,,,,0,,,,,
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.84,Riverhead Books,Hardcover,325,2015,2014,,2015/07/30,to-read,to-read (#348),to-read,,,,,,,0,,,,,
23014759,Letters to the Lost,Iona Grey,"Grey, Iona",,"=""1250066778""","=""9781250066770""",0,4.25,Thomas Dunne Books,Hardcover,384,2015,2015,,2015/07/30,to-read,to-read (#347),to-read,,,,,,,0,,,,,
23363928,The Library at Mount Char,Scott  Hawkins,"Hawkins, Scott",,"=""0553418602""","=""9780553418606""",0,4.03,Crown,Hardcover,388,2015,2015,,2015/07/30,to-read,to-read (#346),to-read,,,,,,,0,,,,,
23209971,Girl at War,Sara Nović,"Nović, Sara",,"=""0812996348""","=""9780812996340""",0,3.99,Random House,Hardcover,320,2015,2015,,2015/07/30,to-read,to-read (#345),to-read,,,,,,,0,,,,,
25574782,Pretty Girls,Karin Slaughter,"Slaughter, Karin",,"=""0062430874""","=""9780062430878""",0,4.05,William Morrow,Paperback,688,2015,2015,,2015/07/30,to-read,to-read (#344),to-read,,,,,,,0,,,,,
23153156,"Memory Man (Amos Decker, #1)",David Baldacci,"Baldacci, David",,"=""1455589489""","=""9781455589487""",0,4.06,Grand Central Publishing,Hardcover,672,2015,2015,,2015/07/25,to-read,to-read (#343),to-read,,,,,,,0,,,,,
23398840,"Broken Promise (Promise Falls, #1)",Linwood Barclay,"Barclay, Linwood",,"=""0451472675""","=""9780451472670""",0,3.88,NAL,Hardcover,484,2015,2015,,2015/07/24,to-read,to-read (#342),to-read,,,,,,,0,,,,,
14289125,Third-Party Javascript,Ben Vinegar,"Vinegar, Ben",,"=""1617290548""","=""9781617290541""",0,4.06,Manning Publications,Paperback,300,2012,2012,,2015/07/17,"to-read, my-books","to-read (#341), my-books (#291)",to-read,,,,,,,0,,,,,
696274,The New Turing Omnibus: Sixty-Six Excursions in Computer Science,A.K. Dewdney,"Dewdney, A.K.",,"=""0805071660""","=""9780805071665""",0,3.82,Holt Paperbacks,Paperback,480,1993,1989,,2015/07/17,"to-read, my-books","to-read (#340), my-books (#221)",to-read,,,,,,,0,,,,,
18509663,Spam Nation: The Inside Story of Organized Cybercrime — from Global Epidemic to Your Front Door,Brian Krebs,"Krebs, Brian",,"=""1402295618""","=""9781402295614""",0,3.66,Sourcebooks,Hardcover,272,2014,2014,,2015/07/17,"to-read, my-books","to-read (#339), my-books (#170)",to-read,,,,,,,0,,,,,
25316749,White is the Coldest Colour,John  Nicholl,"Nicholl, John",,"=""""","=""""",0,3.89,,Kindle Edition,286,2015,2015,,2015/07/11,to-read,to-read (#338),to-read,,,,,,,0,,,,,
23442680,Pause to Rewind,Aimee Alexander,"Alexander, Aimee",,"=""""","=""""",0,4.07,,Kindle Edition,312,2014,2014,,2015/07/11,to-read,to-read (#337),to-read,,,,,,,0,,,,,
25457103,"Pines (Wayward Pines, #1)",Blake Crouch,"Crouch, Blake",,"=""1503946614""","=""""",0,3.85,Thomas & Mercer,Kindle Edition,315,2012,2012,,2015/07/11,to-read,to-read (#336),to-read,,,,,,,0,,,,,
25031584,Flame Tree Road,Shona Patel,"Patel, Shona",,"=""0778316653""","=""9780778316657""",0,4.02,Mira,Paperback,400,2015,2015,,2015/07/11,to-read,to-read (#335),to-read,,,,,,,0,,,,,
25387897,"The Bitter Season (Kovac and Liska, #5)",Tami Hoag,"Hoag, Tami",,"=""0525954554""","=""9780525954552""",0,4.33,Dutton,Hardcover,368,2016,2016,,2015/07/09,to-read,to-read (#334),to-read,,,,,,,0,,,,,
13586737,"The 9th Girl (Kovac and Liska, #4)",Tami Hoag,"Hoag, Tami",,"=""0525952977""","=""9780525952978""",0,3.99,Dutton,Hardcover,405,2013,2013,,2015/07/09,to-read,to-read (#333),to-read,,,,,,,0,,,,,
17901290,"The 1st Victim (Kovac and Liska, #3.5)",Tami Hoag,"Hoag, Tami",,"=""""","=""9781101609774""",0,3.91,Dutton,ebook,75,2013,2013,,2015/07/09,to-read,to-read (#332),to-read,,,,,,,0,,,,,
84842,"Prior Bad Acts (Kovac/Liska, #3)",Tami Hoag,"Hoag, Tami",,"=""055358359X""","=""9780553583595""",0,4.05,Bantam,Paperback,525,2007,2006,,2015/07/09,to-read,to-read (#331),to-read,,,,,,,0,,,,,
72229,"Dust to Dust (Kovac/Liska, #2)",Tami Hoag,"Hoag, Tami",,"=""0553582526""","=""9780553582529""",0,3.92,Bantam,Paperback,480,2002,2000,,2015/07/09,"to-read, my-books","to-read (#330), my-books (#11)",to-read,,,,,,,0,,,,,
23447506,When the Moon is Low,Nadia Hashimi,"Hashimi, Nadia",,"=""0062369571""","=""9780062369574""",0,4.16,William Morrow,Hardcover,384,2015,2015,,2015/07/09,to-read,to-read (#329),to-read,,,,,,,0,,,,,
213753,"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer,"Pfeffer, Susan Beth",,"=""0152061548""","=""""",0,3.89,HMH Books for Young Readers,Paperback,337,2006,2006,,2015/07/06,to-read,to-read (#328),to-read,,,,,,,0,,,,,
18232495,The Auschwitz Escape,Joel C. Rosenberg,"Rosenberg, Joel C.",,"=""1414336241""","=""9781414336244""",0,4.28,"Tyndale House Publishers, Inc.",Hardcover,468,2014,2014,,2015/07/06,to-read,to-read (#327),to-read,,,,,,,0,,,,,
1426558,"Beverly Hills Dead (Rick Barron, #2)",Stuart Woods,"Woods, Stuart",,"=""0399154698""","=""9780399154690""",0,3.66,Putnam Adult,Hardcover,304,2008,2008,,2015/06/15,to-read,to-read (#326),to-read,,,,,,,0,,,,,
21853628,Every Fifteen Minutes,Lisa Scottoline,"Scottoline, Lisa",,"=""125001011X""","=""9781250010117""",0,3.70,St. Martin's Press,Hardcover,435,2015,2015,,2015/06/07,to-read,to-read (#325),to-read,,,,,,,0,,,,,
526827,"Bad Debts (Jack Irish, #1)",Peter Temple,"Temple, Peter",,"=""1596921293""","=""9781596921290""",0,3.76,MacAdam/Cage Publishing,Paperback,318,2005,1996,,2015/06/02,to-read,to-read (#324),to-read,,,,,,,0,,,,,
13562049,Sweet Tooth,Ian McEwan,"McEwan, Ian",,"=""0224097377""","=""9780224097376""",0,3.39,Jonathan Cape,Hardcover,320,2012,2012,,2015/06/02,to-read,to-read (#323),to-read,,,,,,,0,,,,,
18197260,The Rails 4 Way,Obie Fernandez,"Fernandez, Obie",Kevin Faustino,"=""0321944275""","=""9780321944276""",0,4.47,Addison-Wesley Professional,Paperback,814,2014,2013,,2015/05/06,"to-read, my-books","to-read (#574), my-books (#273)",to-read,,,,,,,0,,,,,
7802531,An Engineer's Guide to Silicon Valley Startups,Piaw Na,"Na, Piaw",,"=""""","=""9781450579833""",0,4.23,"Piaw Na Publishing, LLC",Paperback,118,2010,2010,,2015/04/25,to-read,to-read (#322),to-read,,,,,,,0,,,,,
9128331,Under the Loving Care of the Fatherly Leader: North Korea and the Kim Dynasty,Bradley K. Martin,"Martin, Bradley K.",,"=""""","=""""",0,4.05,,Kindle Edition,896,,2004,,2015/04/20,to-read,to-read (#321),to-read,,,,,,,0,,,,,
9250929,Notes From The Underbelly,Risa Green,"Green, Risa",,"=""""","=""""",0,3.74,,Kindle Edition,308,,2005,,2015/04/20,to-read,to-read (#320),to-read,,,,,,,0,,,,,
18914446,"Life is not Ideal, Deal with it",Michelle M. Russell,"Russell, Michelle M.",,"=""""","=""""",0,3.50,,Kindle Edition,114,2012,2012,,2015/04/20,to-read,to-read (#319),to-read,,,,,,,0,,,,,
8694125,Alone Together: Why We Expect More from Technology and Less from Each Other,Sherry Turkle,"Turkle, Sherry",,"=""0465010210""","=""9780465010219""",0,3.60,Basic Books,Hardcover,360,2011,2011,,2015/04/20,"to-read, my-books","to-read (#318), my-books (#192)",to-read,,,,,,,0,,,,,
12378797,American Dervish,Ayad Akhtar,"Akhtar, Ayad",,"=""""","=""""",0,3.66,Brown and Company,Kindle Edition,368,2012,2012,,2015/04/20,to-read,to-read (#317),to-read,,,,,,,0,,,,,
5766426,Sputnik Sweetheart,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",0,3.82,,Kindle Edition,224,,1999,,2015/04/20,to-read,to-read (#316),to-read,,,,,,,0,,,,,
22517936,"Better You, Better Me",Jason Matthews,"Matthews, Jason",,"=""""","=""""",0,5.00,,Kindle Edition,154,2014,2014,,2015/04/20,to-read,to-read (#315),to-read,,,,,,,0,,,,,
15724772,The Eden Plague (Plague Wars #1),David VanDyke,"VanDyke, David",,"=""""","=""""",0,3.73,David VanDyke,Kindle Edition,200,2012,2012,,2015/04/20,to-read,to-read (#314),to-read,,,,,,,0,,,,,
22853216,Connecting Happiness and Success: A Guide to Creating Success Through Happiness,Ray  White,"White, Ray",,"=""""","=""""",0,4.29,Xilo Media,Kindle Edition,317,2014,2014,,2015/04/20,to-read,to-read (#313),to-read,,,,,,,0,,,,,
110673,The Way They Learn,Cynthia Ulrich Tobias,"Tobias, Cynthia Ulrich",,"=""1561794147""","=""9781561794140""",0,4.01,Focus on the Family Publishing,Paperback,168,1998,1994,,2015/04/20,"to-read, my-books","to-read (#312), my-books (#143)",to-read,,,,,,,0,,,,,
12131153,How to Talk So Kids Will Listen & Listen So Kids Will Talk,Adele Faber,"Faber, Adele",Elaine Mazlish,"=""1451663889""","=""9781451663884""",0,4.22,Scribner,Paperback,368,2012,1980,,2015/04/20,"to-read, my-books","to-read (#311), my-books (#145)",to-read,,,,,,,0,,,,,
22662748,"Unspeakable Things: Sex, Lies and Revolution",Laurie Penny,"Penny, Laurie",,"=""""","=""""",0,4.04,Bloomsbury USA,Kindle Edition,288,2014,2014,,2015/04/20,to-read,to-read (#310),to-read,,,,,,,0,,,,,
23246963,"The Death: Quarantine (The Death Trilogy, #1)",John W. Vance,"Vance, John W.",G. Michael  Hopf,"=""""","=""""",0,3.69,,Kindle Edition,307,2014,2014,,2015/04/20,to-read,to-read (#309),to-read,,,,,,,0,,,,,
17701043,The Korean Word For Butterfly,James Zerndt,"Zerndt, James",,"=""""","=""""",0,3.46,,Kindle Edition,329,2013,2013,,2015/04/20,to-read,to-read (#308),to-read,,,,,,,0,,,,,
19177260,First Do No Harm (Benjamin Davis),A. Turk,"Turk, A.","Dan Swanson, Steve Lefkovitz","=""""","=""""",0,3.77,A. Turk LLC.,Kindle Edition,334,2013,2013,,2015/04/20,to-read,to-read (#307),to-read,,,,,,,0,,,,,
18916799,Strings,Allison M. Dickson,"Dickson, Allison M.",,"=""""","=""""",0,3.82,"Hobbes End Publishing, LLC",Kindle Edition,251,2013,2013,,2015/04/20,to-read,to-read (#306),to-read,,,,,,,0,,,,,
18243492,Children Are Diamonds: An African Apocalypse,Edward Hoagland,"Hoagland, Edward",,"=""1611459346""","=""9781611459340""",0,3.24,Arcade,Kindle Edition,240,2013,2013,,2015/04/20,to-read,to-read (#305),to-read,,,,,,,0,,,,,
13641641,Embryo,J.A. Schneider,"Schneider, J.A.",,"=""""","=""""",0,3.78,Amazon Digital Services ,Kindle Edition,235,2012,2012,,2015/04/20,to-read,to-read (#304),to-read,,,,,,,0,,,,,
22032837,The Pearl that Broke Its Shell: A Novel,Nadia Hashimi,"Hashimi, Nadia",,"=""""","=""""",0,4.10,William Morrow,Kindle Edition,469,2014,2014,,2015/04/20,to-read,to-read (#303),to-read,,,,,,,0,,,,,
